Year,County,Hospital,OSHPDID,system,Type of Report,Performance Measure,# of Adverse Events,# of Cases,Risk-adjusted Rate,Hospital Ratings,Latitude,Longitude
2022,San Luis Obisp,Tenet Health Central Coast Sierra Vista Regional Medical Center,106400524,Tenet Healthcare Corporation,IMI,GI Hemorrhage,2,77,2.2,As Expected,35.29098,-120.666
2022,San Luis Obisp,Tenet Health Central Coast Sierra Vista Regional Medical Center,106400524,Tenet Healthcare Corporation,IMI,Carotid Endarterectomy,0,16,0,As Expected,35.29098,-120.666
2022,San Luis Obisp,Tenet Health Central Coast Sierra Vista Regional Medical Center,106400524,Tenet Healthcare Corporation,IMI,Acute Stroke Subarachnoid,,,,,35.29098,-120.666
2022,San Luis Obisp,Tenet Health Central Coast Sierra Vista Regional Medical Center,106400524,Tenet Healthcare Corporation,IMI,Acute Stroke Ischemic,1,84,1.3,As Expected,35.29098,-120.666
2022,San Luis Obisp,Tenet Health Central Coast Sierra Vista Regional Medical Center,106400524,Tenet Healthcare Corporation,IMI,Acute Stroke Hemorrhagic,9,59,17.2,As Expected,35.29098,-120.666
2022,San Luis Obisp,Tenet Health Central Coast Sierra Vista Regional Medical Center,106400524,Tenet Healthcare Corporation,IMI,Acute Stroke,11,145,6.1,As Expected,35.29098,-120.666
2022,San Luis Obisp,Tenet Health Central Coast Sierra Vista Regional Medical Center,106400524,Tenet Healthcare Corporation,IMI,AMI,0,5,0,As Expected,35.29098,-120.666
2022,San Luis Obisp,Tenet Health Central Coast Sierra Vista Regional Medical Center,106400524,Tenet Healthcare Corporation,IMI,AAA Repair Open Unrupture,,,,,35.29098,-120.666
2022,San Luis Obisp,Tenet Health Central Coast Sierra Vista Regional Medical Center,106400524,Tenet Healthcare Corporation,IMI,AAA Repair Endo Unrupture,0,4,0,As Expected,35.29098,-120.666
2022,San Luis Obisp,Tenet Health Central Coast Sierra Vista Regional Medical Center,106400524,Tenet Healthcare Corporation,PSI,Postoperative Sepsis,2,122,2.16,As Expected,35.290986,-120.6663
2022,San Luis Obisp,Tenet Health Central Coast Twin Cities Community Hospital,106400548,Tenet Healthcare Corporation,IMI,Pneumonia,23,257,8.9,As Expected,35.5543,-120.719
2022,San Luis Obisp,Tenet Health Central Coast Twin Cities Community Hospital,106400548,Tenet Healthcare Corporation,IMI,Pancreatic Resection,,,,,35.5543,-120.719
2022,San Luis Obisp,Tenet Health Central Coast Twin Cities Community Hospital,106400548,Tenet Healthcare Corporation,IMI,PCI,,,,,35.5543,-120.719
2022,San Luis Obisp,Tenet Health Central Coast Twin Cities Community Hospital,106400548,Tenet Healthcare Corporation,IMI,Hip Fracture,0,97,0,As Expected,35.5543,-120.719
2022,San Luis Obisp,Tenet Health Central Coast Twin Cities Community Hospital,106400548,Tenet Healthcare Corporation,IMI,Heart Failure,6,161,3.1,As Expected,35.5543,-120.719
2022,San Luis Obisp,Tenet Health Central Coast Twin Cities Community Hospital,106400548,Tenet Healthcare Corporation,IMI,GI Hemorrhage,6,129,5.1,As Expected,35.5543,-120.719
2022,San Luis Obisp,Tenet Health Central Coast Twin Cities Community Hospital,106400548,Tenet Healthcare Corporation,IMI,Carotid Endarterectomy,,,,,35.5543,-120.719
2022,San Luis Obisp,Tenet Health Central Coast Twin Cities Community Hospital,106400548,Tenet Healthcare Corporation,IMI,Acute Stroke Subarachnoid,,,,,35.5543,-120.719
2022,San Luis Obisp,Tenet Health Central Coast Twin Cities Community Hospital,106400548,Tenet Healthcare Corporation,IMI,Acute Stroke Ischemic,5,87,4.6,As Expected,35.5543,-120.719
2022,San Luis Obisp,Tenet Health Central Coast Twin Cities Community Hospital,106400548,Tenet Healthcare Corporation,IMI,Acute Stroke Hemorrhagic,2,3,35,As Expected,35.5543,-120.719
2022,San Luis Obisp,Tenet Health Central Coast Twin Cities Community Hospital,106400548,Tenet Healthcare Corporation,IMI,Acute Stroke,7,92,8.7,As Expected,35.5543,-120.719
2022,San Luis Obisp,Tenet Health Central Coast Twin Cities Community Hospital,106400548,Tenet Healthcare Corporation,IMI,AMI,2,7,8.3,As Expected,35.5543,-120.719
2022,San Luis Obisp,Tenet Health Central Coast Twin Cities Community Hospital,106400548,Tenet Healthcare Corporation,IMI,AAA Repair Open Unrupture,,,,,35.5543,-120.719
2022,San Luis Obisp,Tenet Health Central Coast Twin Cities Community Hospital,106400548,Tenet Healthcare Corporation,IMI,AAA Repair Endo Unrupture,,,,,35.5543,-120.719
2022,San Luis Obisp,Tenet Health Central Coast Twin Cities Community Hospital,106400548,Tenet Healthcare Corporation,PSI,Postoperative Sepsis,0,68,0,As Expected,35.5543,-120.7196
2022,San Mateo,San Mateo Medical Center,106410782,Independent/Other,IMI,Pneumonia,7,58,17.4,As Expected,37.53017,-122.299
2022,San Mateo,San Mateo Medical Center,106410782,Independent/Other,IMI,Pancreatic Resection,,,,,37.53017,-122.299
2022,San Mateo,San Mateo Medical Center,106410782,Independent/Other,IMI,PCI,,,,,37.53017,-122.299
2022,San Mateo,San Mateo Medical Center,106410782,Independent/Other,IMI,Hip Fracture,0,10,0,As Expected,37.53017,-122.299
2022,San Mateo,San Mateo Medical Center,106410782,Independent/Other,IMI,Heart Failure,2,104,2.2,As Expected,37.53017,-122.299
2022,San Mateo,San Mateo Medical Center,106410782,Independent/Other,IMI,GI Hemorrhage,1,79,2.5,As Expected,37.53017,-122.299
2022,San Mateo,San Mateo Medical Center,106410782,Independent/Other,IMI,Carotid Endarterectomy,,,,,37.53017,-122.299
2022,San Mateo,San Mateo Medical Center,106410782,Independent/Other,IMI,Acute Stroke Subarachnoid,,,,,37.53017,-122.299
2022,San Mateo,San Mateo Medical Center,106410782,Independent/Other,IMI,Acute Stroke Ischemic,0,34,0,As Expected,37.53017,-122.299
2022,San Mateo,San Mateo Medical Center,106410782,Independent/Other,IMI,Acute Stroke Hemorrhagic,1,7,14.2,As Expected,37.53017,-122.299
2022,San Mateo,San Mateo Medical Center,106410782,Independent/Other,IMI,Acute Stroke,1,42,4.2,As Expected,37.53017,-122.299
2022,San Mateo,San Mateo Medical Center,106410782,Independent/Other,IMI,AMI,1,5,11,As Expected,37.53017,-122.299
2022,San Mateo,San Mateo Medical Center,106410782,Independent/Other,IMI,AAA Repair Open Unrupture,,,,,37.53017,-122.299
2022,San Mateo,San Mateo Medical Center,106410782,Independent/Other,IMI,AAA Repair Endo Unrupture,,,,,37.53017,-122.299
2022,San Mateo,San Mateo Medical Center,106410782,Independent/Other,PSI,Postoperative Sepsis,2,127,2.66,As Expected,37.53017,-122.2995
2022,San Mateo,Kaiser Foundation Hospital – South San Francisco,106410806,Kaiser Foundation Hospitals,IMI,Pneumonia,26,374,7.9,As Expected,37.65806,-122.438
2022,San Mateo,Kaiser Foundation Hospital – South San Francisco,106410806,Kaiser Foundation Hospitals,IMI,Pancreatic Resection,,,,,37.65806,-122.438
2022,San Mateo,Kaiser Foundation Hospital – South San Francisco,106410806,Kaiser Foundation Hospitals,IMI,PCI,,,,,37.65806,-122.438
2022,San Mateo,Kaiser Foundation Hospital – South San Francisco,106410806,Kaiser Foundation Hospitals,IMI,Hip Fracture,1,85,0.9,As Expected,37.65806,-122.438
2022,San Mateo,Kaiser Foundation Hospital – South San Francisco,106410806,Kaiser Foundation Hospitals,IMI,Heart Failure,18,452,3.6,As Expected,37.65806,-122.438
2022,San Mateo,Kaiser Foundation Hospital – South San Francisco,106410806,Kaiser Foundation Hospitals,IMI,GI Hemorrhage,10,182,5.3,Worse,37.65806,-122.438
2022,San Mateo,Kaiser Foundation Hospital – South San Francisco,106410806,Kaiser Foundation Hospitals,IMI,Carotid Endarterectomy,,,,,37.65806,-122.438
2022,San Mateo,Kaiser Foundation Hospital – South San Francisco,106410806,Kaiser Foundation Hospitals,IMI,Acute Stroke Subarachnoid,1,3,26.5,As Expected,37.65806,-122.438
2022,San Mateo,Kaiser Foundation Hospital – South San Francisco,106410806,Kaiser Foundation Hospitals,IMI,Acute Stroke Ischemic,5,137,3.4,As Expected,37.65806,-122.438
2022,San Mateo,Kaiser Foundation Hospital – South San Francisco,106410806,Kaiser Foundation Hospitals,IMI,Acute Stroke Hemorrhagic,2,30,7.9,As Expected,37.65806,-122.438
2022,San Mateo,Kaiser Foundation Hospital – South San Francisco,106410806,Kaiser Foundation Hospitals,IMI,Acute Stroke,8,170,5.1,As Expected,37.65806,-122.438
2022,San Mateo,Kaiser Foundation Hospital – South San Francisco,106410806,Kaiser Foundation Hospitals,IMI,AMI,9,34,11.3,Worse,37.65806,-122.438
2022,San Mateo,Kaiser Foundation Hospital – South San Francisco,106410806,Kaiser Foundation Hospitals,IMI,AAA Repair Open Unrupture,,,,,37.65806,-122.438
2022,San Mateo,Kaiser Foundation Hospital – South San Francisco,106410806,Kaiser Foundation Hospitals,IMI,AAA Repair Endo Unrupture,,,,,37.65806,-122.438
2022,San Mateo,Kaiser Foundation Hospital – South San Francisco,106410806,Kaiser Foundation Hospitals,PSI,Postoperative Sepsis,1,543,0.15,As Expected,37.65806,-122.4383
2022,San Mateo,AHMC Seton Medical Center,106410817,Verity Health System,IMI,Pneumonia,24,178,9.3,As Expected,37.68172,-122.472
2022,San Mateo,AHMC Seton Medical Center,106410817,Verity Health System,IMI,Pancreatic Resection,,,,,37.68172,-122.472
2022,San Mateo,AHMC Seton Medical Center,106410817,Verity Health System,IMI,PCI,20,206,7.9,Worse,37.68172,-122.472
2022,San Mateo,AHMC Seton Medical Center,106410817,Verity Health System,IMI,Hip Fracture,2,35,7.5,As Expected,37.68172,-122.472
2022,San Mateo,AHMC Seton Medical Center,106410817,Verity Health System,IMI,Heart Failure,8,195,3.9,As Expected,37.68172,-122.472
2022,San Mateo,AHMC Seton Medical Center,106410817,Verity Health System,IMI,GI Hemorrhage,1,105,1.1,As Expected,37.68172,-122.472
2022,San Mateo,AHMC Seton Medical Center,106410817,Verity Health System,IMI,Carotid Endarterectomy,0,4,0,As Expected,37.68172,-122.472
2022,San Mateo,AHMC Seton Medical Center,106410817,Verity Health System,IMI,Acute Stroke Subarachnoid,,,,,37.68172,-122.472
2022,San Mateo,AHMC Seton Medical Center,106410817,Verity Health System,IMI,Acute Stroke Ischemic,7,89,5.4,As Expected,37.68172,-122.472
2022,San Mateo,AHMC Seton Medical Center,106410817,Verity Health System,IMI,Acute Stroke Hemorrhagic,8,23,20.5,As Expected,37.68172,-122.472
2022,San Mateo,AHMC Seton Medical Center,106410817,Verity Health System,IMI,Acute Stroke,17,114,9.6,As Expected,37.68172,-122.472
2022,San Mateo,AHMC Seton Medical Center,106410817,Verity Health System,IMI,AMI,21,211,9.1,As Expected,37.68172,-122.472
2022,San Mateo,AHMC Seton Medical Center,106410817,Verity Health System,IMI,AAA Repair Open Unrupture,,,,,37.68172,-122.472
2022,San Mateo,AHMC Seton Medical Center,106410817,Verity Health System,IMI,AAA Repair Endo Unrupture,,,,,37.68172,-122.472
2022,San Mateo,AHMC Seton Medical Center,106410817,Verity Health System,CABG,Isolated CABG Operative Mor,2,29,3.041885,As Expected,37.68172,-122.47283
2022,San Mateo,AHMC Seton Medical Center,106410817,Verity Health System,PSI,Postoperative Sepsis,1,98,0.97,As Expected,37.68172,-122.4728
2022,San Mateo,Mills-Peninsula Medical Center,106410852,Sutter Health,IMI,Pneumonia,17,204,7.7,As Expected,37.59446,-122.383
2022,San Mateo,Mills-Peninsula Medical Center,106410852,Sutter Health,IMI,Pancreatic Resection,0,24,0,As Expected,37.59446,-122.383
2022,San Mateo,Mills-Peninsula Medical Center,106410852,Sutter Health,IMI,PCI,9,269,2.9,As Expected,37.59446,-122.383
2022,San Mateo,Mills-Peninsula Medical Center,106410852,Sutter Health,IMI,Hip Fracture,0,153,0,As Expected,37.59446,-122.383
2022,San Mateo,Mills-Peninsula Medical Center,106410852,Sutter Health,IMI,Heart Failure,19,517,2.6,As Expected,37.59446,-122.383
2022,San Mateo,Mills-Peninsula Medical Center,106410852,Sutter Health,IMI,GI Hemorrhage,6,303,1.8,As Expected,37.59446,-122.383
2022,San Mateo,Mills-Peninsula Medical Center,106410852,Sutter Health,IMI,Carotid Endarterectomy,0,27,0,As Expected,37.59446,-122.383
2022,San Mateo,Mills-Peninsula Medical Center,106410852,Sutter Health,IMI,Acute Stroke Subarachnoid,1,5,17.9,As Expected,37.59446,-122.383
2022,San Mateo,Mills-Peninsula Medical Center,106410852,Sutter Health,IMI,Acute Stroke Ischemic,26,362,6.2,As Expected,37.59446,-122.383
2022,San Mateo,Mills-Peninsula Medical Center,106410852,Sutter Health,IMI,Acute Stroke Hemorrhagic,15,68,18.7,As Expected,37.59446,-122.383
2022,San Mateo,Mills-Peninsula Medical Center,106410852,Sutter Health,IMI,Acute Stroke,42,435,9.4,As Expected,37.59446,-122.383
2022,San Mateo,Mills-Peninsula Medical Center,106410852,Sutter Health,IMI,AMI,13,268,4.8,As Expected,37.59446,-122.383
2022,San Mateo,Mills-Peninsula Medical Center,106410852,Sutter Health,IMI,AAA Repair Open Unrupture,,,,,37.59446,-122.383
2022,San Mateo,Mills-Peninsula Medical Center,106410852,Sutter Health,IMI,AAA Repair Endo Unrupture,0,13,0,As Expected,37.59446,-122.383
2022,San Mateo,Mills-Peninsula Medical Center,106410852,Sutter Health,CABG,Isolated CABG Operative Mor,2,59,3.770219,As Expected,37.5944692,-122.3832465
2022,San Mateo,Mills-Peninsula Medical Center,106410852,Sutter Health,PSI,Postoperative Sepsis,2,1281,0.16,As Expected,37.594469,-122.3832
2022,San Mateo,Sequoia Hospital,106410891,Dignity Health,IMI,Pneumonia,6,94,8.2,As Expected,37.48129,-122.253
2022,San Mateo,Sequoia Hospital,106410891,Dignity Health,IMI,Pancreatic Resection,,,,,37.48129,-122.253
2022,San Mateo,Sequoia Hospital,106410891,Dignity Health,IMI,PCI,1,64,1.6,As Expected,37.48129,-122.253
2022,San Mateo,Sequoia Hospital,106410891,Dignity Health,IMI,Hip Fracture,1,64,1.6,As Expected,37.48129,-122.253
2022,San Mateo,Sequoia Hospital,106410891,Dignity Health,IMI,Heart Failure,5,196,2.2,As Expected,37.48129,-122.253
2022,San Mateo,Sequoia Hospital,106410891,Dignity Health,IMI,GI Hemorrhage,3,77,2.8,As Expected,37.48129,-122.253
2022,San Mateo,Sequoia Hospital,106410891,Dignity Health,IMI,Carotid Endarterectomy,0,29,0,As Expected,37.48129,-122.253
2022,San Mateo,Sequoia Hospital,106410891,Dignity Health,IMI,Acute Stroke Subarachnoid,,,,,37.48129,-122.253
2022,San Mateo,Sequoia Hospital,106410891,Dignity Health,IMI,Acute Stroke Ischemic,4,58,11.8,As Expected,37.48129,-122.253
2022,San Mateo,Sequoia Hospital,106410891,Dignity Health,IMI,Acute Stroke Hemorrhagic,5,16,25.4,As Expected,37.48129,-122.253
2022,San Mateo,Sequoia Hospital,106410891,Dignity Health,IMI,Acute Stroke,10,76,13.2,As Expected,37.48129,-122.253
2022,San Mateo,Sequoia Hospital,106410891,Dignity Health,IMI,AMI,6,67,6.6,As Expected,37.48129,-122.253
2022,San Mateo,Sequoia Hospital,106410891,Dignity Health,IMI,AAA Repair Open Unrupture,0,4,0,As Expected,37.48129,-122.253
2022,San Mateo,Sequoia Hospital,106410891,Dignity Health,IMI,AAA Repair Endo Unrupture,0,5,0,As Expected,37.48129,-122.253
2022,San Mateo,Sequoia Hospital,106410891,Dignity Health,CABG,Isolated CABG Operative Mor,3,62,4.092425,As Expected,37.48129,-122.25377
2022,San Mateo,Sequoia Hospital,106410891,Dignity Health,PSI,Postoperative Sepsis,1,856,0.16,As Expected,37.48129,-122.2537
2022,San Mateo,Kaiser Foundation Hospital – Redwood City,106414139,Kaiser Foundation Hospitals,IMI,Pneumonia,11,160,8.3,As Expected,37.48967,-122.224
2022,San Mateo,Kaiser Foundation Hospital – Redwood City,106414139,Kaiser Foundation Hospitals,IMI,Pancreatic Resection,,,,,37.48967,-122.224
2022,San Mateo,Kaiser Foundation Hospital – Redwood City,106414139,Kaiser Foundation Hospitals,IMI,PCI,3,25,17.3,As Expected,37.48967,-122.224
2022,San Mateo,Kaiser Foundation Hospital – Redwood City,106414139,Kaiser Foundation Hospitals,IMI,Hip Fracture,0,92,0,As Expected,37.48967,-122.224
2022,San Mateo,Kaiser Foundation Hospital – Redwood City,106414139,Kaiser Foundation Hospitals,IMI,Heart Failure,12,179,5.2,As Expected,37.48967,-122.224
2022,San Mateo,Kaiser Foundation Hospital – Redwood City,106414139,Kaiser Foundation Hospitals,IMI,GI Hemorrhage,3,101,4.2,As Expected,37.48967,-122.224
2022,San Mateo,Kaiser Foundation Hospital – Redwood City,106414139,Kaiser Foundation Hospitals,IMI,Carotid Endarterectomy,1,21,4.3,As Expected,37.48967,-122.224
2022,San Mateo,Kaiser Foundation Hospital – Redwood City,106414139,Kaiser Foundation Hospitals,IMI,Acute Stroke Subarachnoid,14,94,38.1,Worse,37.48967,-122.224
2022,San Mateo,Kaiser Foundation Hospital – Redwood City,106414139,Kaiser Foundation Hospitals,IMI,Acute Stroke Ischemic,34,357,9.9,Worse,37.48967,-122.224
2022,San Mateo,Kaiser Foundation Hospital – Redwood City,106414139,Kaiser Foundation Hospitals,IMI,Acute Stroke Hemorrhagic,32,225,21,As Expected,37.48967,-122.224
2022,San Mateo,Kaiser Foundation Hospital – Redwood City,106414139,Kaiser Foundation Hospitals,IMI,Acute Stroke,80,676,12.4,Worse,37.48967,-122.224
2022,San Mateo,Kaiser Foundation Hospital – Redwood City,106414139,Kaiser Foundation Hospitals,IMI,AMI,5,67,5.7,As Expected,37.48967,-122.224
2022,San Mateo,Kaiser Foundation Hospital – Redwood City,106414139,Kaiser Foundation Hospitals,IMI,AAA Repair Open Unrupture,,,,,37.48967,-122.224
2022,San Mateo,Kaiser Foundation Hospital – Redwood City,106414139,Kaiser Foundation Hospitals,IMI,AAA Repair Endo Unrupture,,,,,37.48967,-122.224
2022,San Mateo,Kaiser Foundation Hospital – Redwood City,106414139,Kaiser Foundation Hospitals,PSI,Postoperative Sepsis,3,1208,0.32,As Expected,37.48967,-122.2246
2022,Santa Barbara,Goleta Valley Cottage Hospital,106420483,Independent/Other,IMI,Pneumonia,1,28,7.9,As Expected,34.43336,-119.809
2022,Santa Barbara,Goleta Valley Cottage Hospital,106420483,Independent/Other,IMI,Pancreatic Resection,,,,,34.43336,-119.809
2022,Santa Barbara,Goleta Valley Cottage Hospital,106420483,Independent/Other,IMI,PCI,,,,,34.43336,-119.809
2022,Santa Barbara,Goleta Valley Cottage Hospital,106420483,Independent/Other,IMI,Hip Fracture,0,56,0,As Expected,34.43336,-119.809
2022,Santa Barbara,Goleta Valley Cottage Hospital,106420483,Independent/Other,IMI,Heart Failure,0,18,0,As Expected,34.43336,-119.809
2022,Santa Barbara,Goleta Valley Cottage Hospital,106420483,Independent/Other,IMI,GI Hemorrhage,,,,,34.43336,-119.809
2022,Santa Barbara,Goleta Valley Cottage Hospital,106420483,Independent/Other,IMI,Carotid Endarterectomy,,,,,34.43336,-119.809
2022,Santa Barbara,Goleta Valley Cottage Hospital,106420483,Independent/Other,IMI,Acute Stroke Subarachnoid,,,,,34.43336,-119.809
2022,Santa Barbara,Goleta Valley Cottage Hospital,106420483,Independent/Other,IMI,Acute Stroke Ischemic,,,,,34.43336,-119.809
2022,Santa Barbara,Goleta Valley Cottage Hospital,106420483,Independent/Other,IMI,Acute Stroke Hemorrhagic,,,,,34.43336,-119.809
2022,Santa Barbara,Goleta Valley Cottage Hospital,106420483,Independent/Other,IMI,Acute Stroke,,,,,34.43336,-119.809
2022,Santa Barbara,Goleta Valley Cottage Hospital,106420483,Independent/Other,IMI,AMI,,,,,34.43336,-119.809
2022,Santa Barbara,Goleta Valley Cottage Hospital,106420483,Independent/Other,IMI,AAA Repair Open Unrupture,,,,,34.43336,-119.809
2022,Santa Barbara,Goleta Valley Cottage Hospital,106420483,Independent/Other,IMI,AAA Repair Endo Unrupture,,,,,34.43336,-119.809
2022,Santa Barbara,Goleta Valley Cottage Hospital,106420483,Independent/Other,PSI,Postoperative Sepsis,0,416,0,As Expected,34.43336,-119.8092
2022,Santa Barbara,Lompoc Valley Medical Center,106420491,Independent/Other,IMI,Pneumonia,8,96,14.8,As Expected,34.63925,-120.439
2022,Santa Barbara,Lompoc Valley Medical Center,106420491,Independent/Other,IMI,Pancreatic Resection,,,,,34.63925,-120.439
2022,Santa Barbara,Lompoc Valley Medical Center,106420491,Independent/Other,IMI,PCI,,,,,34.63925,-120.439
2022,Santa Barbara,Lompoc Valley Medical Center,106420491,Independent/Other,IMI,Hip Fracture,0,20,0,As Expected,34.63925,-120.439
2022,Santa Barbara,Lompoc Valley Medical Center,106420491,Independent/Other,IMI,Heart Failure,9,89,13.3,Worse,34.63925,-120.439
2022,Santa Barbara,Lompoc Valley Medical Center,106420491,Independent/Other,IMI,GI Hemorrhage,0,75,0,As Expected,34.63925,-120.439
2022,Santa Barbara,Lompoc Valley Medical Center,106420491,Independent/Other,IMI,Carotid Endarterectomy,,,,,34.63925,-120.439
2022,Santa Barbara,Lompoc Valley Medical Center,106420491,Independent/Other,IMI,Acute Stroke Subarachnoid,,,,,34.63925,-120.439
2022,Santa Barbara,Lompoc Valley Medical Center,106420491,Independent/Other,IMI,Acute Stroke Ischemic,0,26,0,As Expected,34.63925,-120.439
2022,Santa Barbara,Lompoc Valley Medical Center,106420491,Independent/Other,IMI,Acute Stroke Hemorrhagic,,,,,34.63925,-120.439
2022,Santa Barbara,Lompoc Valley Medical Center,106420491,Independent/Other,IMI,Acute Stroke,0,27,0,As Expected,34.63925,-120.439
2022,Santa Barbara,Lompoc Valley Medical Center,106420491,Independent/Other,IMI,AMI,1,3,35.4,As Expected,34.63925,-120.439
2022,Santa Barbara,Lompoc Valley Medical Center,106420491,Independent/Other,IMI,AAA Repair Open Unrupture,,,,,34.63925,-120.439
2022,Santa Barbara,Lompoc Valley Medical Center,106420491,Independent/Other,IMI,AAA Repair Endo Unrupture,,,,,34.63925,-120.439
2022,Santa Barbara,Lompoc Valley Medical Center,106420491,Independent/Other,PSI,Postoperative Sepsis,0,241,0,As Expected,34.639252,-120.4396
2022,Santa Barbara,Marian Regional Medical Center,106420493,Dignity Health,IMI,Pneumonia,16,251,6.4,As Expected,34.95198,-120.413
2022,Santa Barbara,Marian Regional Medical Center,106420493,Dignity Health,IMI,Pancreatic Resection,,,,,34.95198,-120.413
2022,Santa Barbara,Marian Regional Medical Center,106420493,Dignity Health,IMI,PCI,12,176,5,As Expected,34.95198,-120.413
2022,Santa Barbara,Marian Regional Medical Center,106420493,Dignity Health,IMI,Hip Fracture,4,160,2.7,As Expected,34.95198,-120.413
2022,Santa Barbara,Marian Regional Medical Center,106420493,Dignity Health,IMI,Heart Failure,11,396,2.2,As Expected,34.95198,-120.413
2022,Santa Barbara,Marian Regional Medical Center,106420493,Dignity Health,IMI,GI Hemorrhage,11,199,4.2,As Expected,34.95198,-120.413
2022,Santa Barbara,Marian Regional Medical Center,106420493,Dignity Health,IMI,Carotid Endarterectomy,0,19,0,As Expected,34.95198,-120.413
2022,Santa Barbara,Marian Regional Medical Center,106420493,Dignity Health,IMI,Acute Stroke Subarachnoid,2,5,28,As Expected,34.95198,-120.413
2022,Santa Barbara,Marian Regional Medical Center,106420493,Dignity Health,IMI,Acute Stroke Ischemic,8,137,6.3,As Expected,34.95198,-120.413
2022,Santa Barbara,Marian Regional Medical Center,106420493,Dignity Health,IMI,Acute Stroke Hemorrhagic,10,50,19.5,As Expected,34.95198,-120.413
2022,Santa Barbara,Marian Regional Medical Center,106420493,Dignity Health,IMI,Acute Stroke,20,192,9.5,As Expected,34.95198,-120.413
2022,Santa Barbara,Marian Regional Medical Center,106420493,Dignity Health,IMI,AMI,17,231,7.3,As Expected,34.95198,-120.413
2022,Santa Barbara,Marian Regional Medical Center,106420493,Dignity Health,IMI,AAA Repair Open Unrupture,,,,,34.95198,-120.413
2022,Santa Barbara,Marian Regional Medical Center,106420493,Dignity Health,IMI,AAA Repair Endo Unrupture,,,,,34.95198,-120.413
2022,Santa Barbara,Marian Regional Medical Center,106420493,Dignity Health,CABG,Isolated CABG Operative Mor,4,82,3.921091,As Expected,34.95198,-120.41338
2022,Santa Barbara,Marian Regional Medical Center,106420493,Dignity Health,PSI,Postoperative Sepsis,2,940,0.38,As Expected,34.95198,-120.4133
2022,Santa Barbara,Santa Barbara Cottage Hospital,106420514,Independent/Other,IMI,Pneumonia,19,401,4.9,Better,34.42948,-119.723
2022,Santa Barbara,Santa Barbara Cottage Hospital,106420514,Independent/Other,IMI,Pancreatic Resection,1,24,5.1,As Expected,34.42948,-119.723
2022,Santa Barbara,Santa Barbara Cottage Hospital,106420514,Independent/Other,IMI,PCI,5,200,2.2,As Expected,34.42948,-119.723
2022,Santa Barbara,Santa Barbara Cottage Hospital,106420514,Independent/Other,IMI,Hip Fracture,0,200,0,As Expected,34.42948,-119.723
2022,Santa Barbara,Santa Barbara Cottage Hospital,106420514,Independent/Other,IMI,Heart Failure,33,496,4.6,Worse,34.42948,-119.723
2022,Santa Barbara,Santa Barbara Cottage Hospital,106420514,Independent/Other,IMI,GI Hemorrhage,10,342,2.5,As Expected,34.42948,-119.723
2022,Santa Barbara,Santa Barbara Cottage Hospital,106420514,Independent/Other,IMI,Carotid Endarterectomy,0,8,0,As Expected,34.42948,-119.723
2022,Santa Barbara,Santa Barbara Cottage Hospital,106420514,Independent/Other,IMI,Acute Stroke Subarachnoid,4,49,8.7,As Expected,34.42948,-119.723
2022,Santa Barbara,Santa Barbara Cottage Hospital,106420514,Independent/Other,IMI,Acute Stroke Ischemic,37,396,6.1,As Expected,34.42948,-119.723
2022,Santa Barbara,Santa Barbara Cottage Hospital,106420514,Independent/Other,IMI,Acute Stroke Hemorrhagic,21,93,16.3,As Expected,34.42948,-119.723
2022,Santa Barbara,Santa Barbara Cottage Hospital,106420514,Independent/Other,IMI,Acute Stroke,62,538,8,As Expected,34.42948,-119.723
2022,Santa Barbara,Santa Barbara Cottage Hospital,106420514,Independent/Other,IMI,AMI,15,260,5,As Expected,34.42948,-119.723
2022,Santa Barbara,Santa Barbara Cottage Hospital,106420514,Independent/Other,IMI,AAA Repair Open Unrupture,,,,,34.42948,-119.723
2022,Santa Barbara,Santa Barbara Cottage Hospital,106420514,Independent/Other,IMI,AAA Repair Endo Unrupture,0,11,0,As Expected,34.42948,-119.723
2022,Santa Barbara,Santa Barbara Cottage Hospital,106420514,Independent/Other,CABG,Isolated CABG Operative Mor,5,68,7.220579,As Expected,34.42948,-119.72317
2022,Santa Barbara,Santa Barbara Cottage Hospital,106420514,Independent/Other,PSI,Postoperative Sepsis,7,1649,0.44,As Expected,34.42948,-119.7231
2022,Santa Barbara,Santa Ynez Valley Cottage Hospital,106420522,Independent/Other,IMI,Pneumonia,1,15,13.1,As Expected,34.60243,-120.127
2022,Santa Barbara,Santa Ynez Valley Cottage Hospital,106420522,Independent/Other,IMI,Pancreatic Resection,,,,,34.60243,-120.127
2022,Santa Barbara,Santa Ynez Valley Cottage Hospital,106420522,Independent/Other,IMI,PCI,,,,,34.60243,-120.127
2022,Santa Barbara,Santa Ynez Valley Cottage Hospital,106420522,Independent/Other,IMI,Hip Fracture,,,,,34.60243,-120.127
2022,Santa Barbara,Santa Ynez Valley Cottage Hospital,106420522,Independent/Other,IMI,Heart Failure,0,7,0,As Expected,34.60243,-120.127
2022,Santa Barbara,Santa Ynez Valley Cottage Hospital,106420522,Independent/Other,IMI,GI Hemorrhage,,,,,34.60243,-120.127
2022,Santa Barbara,Santa Ynez Valley Cottage Hospital,106420522,Independent/Other,IMI,Carotid Endarterectomy,,,,,34.60243,-120.127
2022,Santa Barbara,Santa Ynez Valley Cottage Hospital,106420522,Independent/Other,IMI,Acute Stroke Subarachnoid,,,,,34.60243,-120.127
